id,time,dayPower/capacity,lat,lng
52,2017-01-01 22,2.02,36.9075,117.177
52,2017-01-02 22,1.48,36.9075,117.177
52,2017-01-03 22,1.98,36.9075,117.177
52,2017-01-04 22,0.32,36.9075,117.177
52,2017-01-05 22,0.24,36.9075,117.177
52,2017-01-06 22,0.7,36.9075,117.177
52,2017-01-07 22,0.2,36.9075,117.177
52,2017-01-08 22,3.42,36.9075,117.177
52,2017-01-09 22,3.6,36.9075,117.177
52,2017-01-10 22,3.9,36.9075,117.177
52,2017-01-11 22,4.04,36.9075,117.177
52,2017-01-12 22,4.1,36.9075,117.177
52,2017-01-13 22,4.08,36.9075,117.177
52,2017-01-14 22,3.42,36.9075,117.177
52,2017-01-15 22,2.22,36.9075,117.177
52,2017-01-16 22,2.02,36.9075,117.177
52,2017-01-17 22,1.62,36.9075,117.177
52,2017-01-18 22,1.54,36.9075,117.177
52,2017-01-19 22,1.92,36.9075,117.177
52,2017-01-20 22,0.86,36.9075,117.177
52,2017-01-21 22,3.22,36.9075,117.177
52,2017-01-22 22,3.42,36.9075,117.177
52,2017-01-23 22,2.54,36.9075,117.177
52,2017-01-24 22,2.12,36.9075,117.177
52,2017-01-25 22,2.68,36.9075,117.177
52,2017-01-26 22,1.88,36.9075,117.177
52,2017-01-27 22,3.36,36.9075,117.177
52,2017-01-28 22,0.12,36.9075,117.177
52,2017-01-29 22,1.14,36.9075,117.177
52,2017-01-30 22,4.16,36.9075,117.177
52,2017-01-31 22,2.52,36.9075,117.177
52,2017-02-01 22,4.18,36.9075,117.177
52,2017-02-02 22,3.44,36.9075,117.177
52,2017-02-03 22,2.34,36.9075,117.177
52,2017-02-04 22,0.56,36.9075,117.177
52,2017-02-05 22,3.38,36.9075,117.177
52,2017-02-06 22,2.64,36.9075,117.177
52,2017-02-07 22,1.08,36.9075,117.177
52,2017-02-08 22,2.2,36.9075,117.177
52,2017-02-09 22,5.0,36.9075,117.177
52,2017-02-10 22,4.94,36.9075,117.177
52,2017-02-11 22,4.32,36.9075,117.177
52,2017-02-12 22,4.26,36.9075,117.177
52,2017-02-13 22,3.6,36.9075,117.177
52,2017-02-14 22,2.3,36.9075,117.177
52,2017-02-15 22,3.84,36.9075,117.177
52,2017-02-16 22,2.78,36.9075,117.177
52,2017-02-17 22,3.66,36.9075,117.177
52,2017-02-18 22,4.24,36.9075,117.177
52,2017-02-19 22,2.22,36.9075,117.177
52,2017-02-20 22,4.48,36.9075,117.177
52,2017-02-21 22,0.66,36.9075,117.177
52,2017-02-22 22,1.18,36.9075,117.177
52,2017-02-23 22,5.62,36.9075,117.177
52,2017-02-24 22,5.28,36.9075,117.177
52,2017-02-25 22,5.14,36.9075,117.177
52,2017-02-26 22,4.58,36.9075,117.177
52,2017-02-27 22,4.58,36.9075,117.177
52,2017-02-28 22,3.52,36.9075,117.177
52,2017-03-01 22,2.16,36.9075,117.177
52,2017-03-02 22,5.4,36.9075,117.177
52,2017-03-03 22,4.66,36.9075,117.177
52,2017-03-04 22,3.86,36.9075,117.177
52,2017-03-05 22,4.16,36.9075,117.177
52,2017-03-06 22,4.72,36.9075,117.177
52,2017-03-07 22,5.4,36.9075,117.177
52,2017-03-08 22,5.22,36.9075,117.177
52,2017-03-09 22,5.04,36.9075,117.177
52,2017-03-10 22,4.72,36.9075,117.177
52,2017-03-11 22,2.82,36.9075,117.177
52,2017-03-12 22,4.04,36.9075,117.177
52,2017-03-13 22,5.06,36.9075,117.177
52,2017-03-14 22,5.04,36.9075,117.177
52,2017-03-15 22,1.08,36.9075,117.177
52,2017-03-16 22,6.4,36.9075,117.177
52,2017-03-17 22,1.64,36.9075,117.177
52,2017-03-18 22,3.52,36.9075,117.177
52,2017-03-19 22,4.64,36.9075,117.177
52,2017-03-20 22,2.98,36.9075,117.177
52,2017-03-21 22,5.48,36.9075,117.177
52,2017-03-22 22,3.82,36.9075,117.177
52,2017-03-23 22,4.52,36.9075,117.177
52,2017-03-24 22,5.68,36.9075,117.177
