id,time,dayPower/capacity,lat,lng
368,2017-01-01 22,2.24,37.3672,117.106
368,2017-01-02 22,1.52,37.3672,117.106
368,2017-01-03 22,2.58,37.3672,117.106
368,2017-01-04 22,0.64,37.3672,117.106
368,2017-01-05 22,3.16,37.3672,117.106
368,2017-01-06 22,3.28,37.3672,117.106
368,2017-01-07 22,0.62,37.3672,117.106
368,2017-01-08 22,3.56,37.3672,117.106
368,2017-01-09 22,3.88,37.3672,117.106
368,2017-01-10 22,4.3,37.3672,117.106
368,2017-01-11 22,4.54,37.3672,117.106
368,2017-01-12 22,4.1,37.3672,117.106
368,2017-01-13 22,4.0,37.3672,117.106
368,2017-01-14 22,2.66,37.3672,117.106
368,2017-01-15 22,1.32,37.3672,117.106
368,2017-01-16 22,1.7,37.3672,117.106
368,2017-01-17 22,0.36,37.3672,117.106
368,2017-01-18 22,0.84,37.3672,117.106
368,2017-01-19 22,1.84,37.3672,117.106
368,2017-01-20 22,2.48,37.3672,117.106
368,2017-01-21 22,0.6,37.3672,117.106
368,2017-01-22 22,1.4,37.3672,117.106
368,2017-01-23 22,4.4,37.3672,117.106
368,2017-01-24 22,4.02,37.3672,117.106
368,2017-01-25 22,2.44,37.3672,117.106
368,2017-01-26 22,3.16,37.3672,117.106
368,2017-01-27 22,1.34,37.3672,117.106
368,2017-01-28 22,2.28,37.3672,117.106
368,2017-01-29 22,4.68,37.3672,117.106
368,2017-01-30 22,3.2,37.3672,117.106
368,2017-01-31 22,4.14,37.3672,117.106
368,2017-02-01 22,4.26,37.3672,117.106
368,2017-02-02 22,5.36,37.3672,117.106
368,2017-02-03 22,5.14,37.3672,117.106
368,2017-02-04 22,5.1,37.3672,117.106
368,2017-02-05 22,5.24,37.3672,117.106
368,2017-02-06 22,4.98,37.3672,117.106
368,2017-02-07 22,4.88,37.3672,117.106
368,2017-02-08 22,4.78,37.3672,117.106
368,2017-02-09 22,3.58,37.3672,117.106
368,2017-02-10 22,4.62,37.3672,117.106
368,2017-02-11 22,4.94,37.3672,117.106
368,2017-02-12 22,5.3,37.3672,117.106
368,2017-02-13 22,5.14,37.3672,117.106
368,2017-02-14 22,1.64,37.3672,117.106
368,2017-02-15 22,3.3,37.3672,117.106
368,2017-02-16 22,5.76,37.3672,117.106
368,2017-02-17 22,1.02,37.3672,117.106
368,2017-02-18 22,3.12,37.3672,117.106
368,2017-02-19 22,1.44,37.3672,117.106
368,2017-02-20 22,3.62,37.3672,117.106
368,2017-02-21 22,4.6,37.3672,117.106
368,2017-02-22 22,4.52,37.3672,117.106
368,2017-02-23 22,4.68,37.3672,117.106
368,2017-02-24 22,2.3,37.3672,117.106
368,2017-02-25 22,4.78,37.3672,117.106
368,2017-02-26 22,3.88,37.3672,117.106
368,2017-02-27 22,1.92,37.3672,117.106
368,2017-02-28 22,2.72,37.3672,117.106
368,2017-03-01 22,5.14,37.3672,117.106
368,2017-03-02 22,4.96,37.3672,117.106
368,2017-03-03 22,2.84,37.3672,117.106
368,2017-03-04 22,0.64,37.3672,117.106
368,2017-03-05 22,5.82,37.3672,117.106
368,2017-03-06 22,4.36,37.3672,117.106
368,2017-03-07 22,3.06,37.3672,117.106
368,2017-03-08 22,5.96,37.3672,117.106
368,2017-03-09 22,5.42,37.3672,117.106
368,2017-03-10 22,3.86,37.3672,117.106
368,2017-03-11 22,2.72,37.3672,117.106
368,2017-03-12 22,4.9,37.3672,117.106
