id,time,dayPower/capacity,lat,lng
299,2017-01-01,2.0,36.1181,116.412
299,2017-01-02,2.0,36.1181,116.412
299,2017-01-03,2.0,36.1181,116.412
299,2017-01-04,4.66,36.1181,116.412
299,2017-01-05,1.12,36.1181,116.412
299,2017-01-06,2.92,36.1181,116.412
299,2017-01-07,2.28,36.1181,116.412
299,2017-01-08,3.54,36.1181,116.412
299,2017-01-09,2.92,36.1181,116.412
299,2017-01-10,4.36,36.1181,116.412
299,2017-01-11,1.16,36.1181,116.412
299,2017-01-12,4.54,36.1181,116.412
299,2017-01-13,4.58,36.1181,116.412
299,2017-01-14,2.92,36.1181,116.412
299,2017-01-15,0.5,36.1181,116.412
299,2017-01-16,2.92,36.1181,116.412
299,2017-01-17,1.0,36.1181,116.412
299,2017-01-18,3.92,36.1181,116.412
299,2017-01-19,4.88,36.1181,116.412
299,2017-01-20,4.58,36.1181,116.412
299,2017-01-21,4.58,36.1181,116.412
299,2017-01-22,4.58,36.1181,116.412
299,2017-01-23,4.34,36.1181,116.412
299,2017-01-24,4.08,36.1181,116.412
299,2017-01-25,2.92,36.1181,116.412
299,2017-01-26,1.14,36.1181,116.412
299,2017-01-27,6.4,36.1181,116.412
299,2017-01-28,2.82,36.1181,116.412
299,2017-01-29,2.9,36.1181,116.412
299,2017-01-30,0.5,36.1181,116.412
299,2017-01-31,2.92,36.1181,116.412
299,2017-02-01,4.34,36.1181,116.412
299,2017-02-02,0.5,36.1181,116.412
299,2017-02-03,2.78,36.1181,116.412
299,2017-02-04,2.0,36.1181,116.412
299,2017-02-05,1.28,36.1181,116.412
299,2017-02-06,4.58,36.1181,116.412
299,2017-02-07,4.58,36.1181,116.412
299,2017-02-08,3.52,36.1181,116.412
299,2017-02-09,4.58,36.1181,116.412
299,2017-02-10,4.58,36.1181,116.412
299,2017-02-11,6.28,36.1181,116.412
299,2017-02-12,4.1,36.1181,116.412
299,2017-02-13,3.88,36.1181,116.412
299,2017-02-14,3.3,36.1181,116.412
299,2017-02-15,4.92,36.1181,116.412
299,2017-02-16,2.38,36.1181,116.412
299,2017-02-17,6.4,36.1181,116.412
299,2017-02-18,3.88,36.1181,116.412
299,2017-02-19,2.44,36.1181,116.412
299,2017-02-20,2.9,36.1181,116.412
299,2017-02-21,1.2,36.1181,116.412
299,2017-02-22,0.62,36.1181,116.412
299,2017-02-23,1.84,36.1181,116.412
299,2017-02-24,3.88,36.1181,116.412
299,2017-02-25,3.54,36.1181,116.412
299,2017-02-26,4.52,36.1181,116.412
299,2017-02-27,5.04,36.1181,116.412
299,2017-02-28,5.66,36.1181,116.412
299,2017-03-01,3.76,36.1181,116.412
299,2017-03-02,6.28,36.1181,116.412
299,2017-03-03,5.04,36.1181,116.412
299,2017-03-04,4.92,36.1181,116.412
299,2017-03-05,3.5,36.1181,116.412
299,2017-03-06,4.1,36.1181,116.412
299,2017-03-07,4.38,36.1181,116.412
299,2017-03-08,6.28,36.1181,116.412
299,2017-03-09,5.26,36.1181,116.412
299,2017-03-10,5.32,36.1181,116.412
299,2017-03-11,1.66,36.1181,116.412
299,2017-03-12,4.4,36.1181,116.412
299,2017-03-13,5.06,36.1181,116.412
299,2017-03-14,1.12,36.1181,116.412
299,2017-03-15,1.32,36.1181,116.412
299,2017-03-16,3.4,36.1181,116.412
299,2017-03-17,4.24,36.1181,116.412
299,2017-03-18,3.8,36.1181,116.412
299,2017-03-19,6.3,36.1181,116.412
299,2017-03-20,4.84,36.1181,116.412
299,2017-03-21,5.04,36.1181,116.412
299,2017-03-22,0.34,36.1181,116.412
299,2017-03-23,1.46,36.1181,116.412
299,2017-03-24,1.14,36.1181,116.412
299,2017-03-25,4.98,36.1181,116.412
299,2017-03-26,4.52,36.1181,116.412
299,2017-03-27,2.24,36.1181,116.412
299,2017-03-28,3.54,36.1181,116.412
299,2017-03-29,4.98,36.1181,116.412
299,2017-03-30,3.3,36.1181,116.412
299,2017-03-31,1.5,36.1181,116.412
299,2017-04-01,4.92,36.1181,116.412
299,2017-04-02,5.18,36.1181,116.412
299,2017-04-03,3.98,36.1181,116.412
299,2017-04-04,1.7,36.1181,116.412
299,2017-04-05,1.12,36.1181,116.412
299,2017-04-06,5.12,36.1181,116.412
299,2017-04-07,4.84,36.1181,116.412
299,2017-04-08,1.5,36.1181,116.412
299,2017-04-09,2.96,36.1181,116.412
299,2017-04-10,3.3,36.1181,116.412
299,2017-04-11,4.36,36.1181,116.412
299,2017-04-12,3.46,36.1181,116.412
299,2017-04-13,4.84,36.1181,116.412
299,2017-04-14,5.12,36.1181,116.412
299,2017-04-15,4.74,36.1181,116.412
299,2017-04-16,0.34,36.1181,116.412
299,2017-04-17,5.2,36.1181,116.412
299,2017-04-18,6.64,36.1181,116.412
299,2017-04-19,1.32,36.1181,116.412
299,2017-04-20,5.12,36.1181,116.412
299,2017-04-21,1.46,36.1181,116.412
299,2017-04-22,3.8,36.1181,116.412
299,2017-04-23,3.98,36.1181,116.412
299,2017-04-24,5.12,36.1181,116.412
299,2017-04-25,3.18,36.1181,116.412
299,2017-04-26,6.54,36.1181,116.412
299,2017-04-27,5.24,36.1181,116.412
299,2017-04-28,6.82,36.1181,116.412
299,2017-04-29,4.96,36.1181,116.412
299,2017-04-30,4.74,36.1181,116.412
299,2017-05-01,3.84,36.1181,116.412
299,2017-05-02,6.4,36.1181,116.412
299,2017-05-03,4.84,36.1181,116.412
299,2017-05-04,5.12,36.1181,116.412
299,2017-05-05,6.82,36.1181,116.412
299,2017-05-06,3.8,36.1181,116.412
299,2017-05-07,2.54,36.1181,116.412
299,2017-05-08,3.02,36.1181,116.412
299,2017-05-09,5.18,36.1181,116.412
299,2017-05-10,4.74,36.1181,116.412
299,2017-05-11,4.86,36.1181,116.412
299,2017-05-12,5.24,36.1181,116.412
299,2017-05-13,5.24,36.1181,116.412
299,2017-05-14,5.74,36.1181,116.412
299,2017-05-15,3.04,36.1181,116.412
299,2017-05-16,4.08,36.1181,116.412
299,2017-05-17,5.22,36.1181,116.412
299,2017-05-18,5.22,36.1181,116.412
299,2017-05-19,4.74,36.1181,116.412
299,2017-05-20,5.22,36.1181,116.412
299,2017-05-21,5.22,36.1181,116.412
299,2017-05-22,5.58,36.1181,116.412
299,2017-05-23,4.4,36.1181,116.412
299,2017-05-24,6.4,36.1181,116.412
299,2017-05-25,6.08,36.1181,116.412
299,2017-05-26,6.08,36.1181,116.412
299,2017-05-27,6.08,36.1181,116.412
299,2017-05-28,4.56,36.1181,116.412
299,2017-05-29,6.22,36.1181,116.412
299,2017-05-30,5.44,36.1181,116.412
299,2017-05-31,5.22,36.1181,116.412
299,2017-06-01,5.22,36.1181,116.412
299,2017-06-02,3.76,36.1181,116.412
299,2017-06-03,5.12,36.1181,116.412
299,2017-06-04,5.12,36.1181,116.412
299,2017-06-05,3.08,36.1181,116.412
299,2017-06-06,0.34,36.1181,116.412
299,2017-06-07,5.12,36.1181,116.412
299,2017-06-08,4.98,36.1181,116.412
299,2017-06-09,4.66,36.1181,116.412
299,2017-06-10,4.44,36.1181,116.412
299,2017-06-11,5.12,36.1181,116.412
299,2017-06-12,5.12,36.1181,116.412
299,2017-06-13,5.12,36.1181,116.412
299,2017-06-14,5.44,36.1181,116.412
299,2017-06-15,4.98,36.1181,116.412
299,2017-06-16,5.22,36.1181,116.412
299,2017-06-17,0.0,36.1181,116.412
299,2017-06-18,4.84,36.1181,116.412
299,2017-06-19,5.22,36.1181,116.412
299,2017-06-20,4.84,36.1181,116.412
299,2017-06-21,5.22,36.1181,116.412
299,2017-06-22,2.62,36.1181,116.412
299,2017-06-23,0.34,36.1181,116.412
299,2017-06-24,3.02,36.1181,116.412
299,2017-06-25,5.12,36.1181,116.412
299,2017-06-26,5.12,36.1181,116.412
299,2017-06-27,5.58,36.1181,116.412
299,2017-06-28,5.22,36.1181,116.412
299,2017-06-29,5.82,36.1181,116.412
299,2017-06-30,3.4,36.1181,116.412
299,2017-07-01,5.58,36.1181,116.412
299,2017-07-02,5.58,36.1181,116.412
299,2017-07-03,5.58,36.1181,116.412
299,2017-07-04,2.94,36.1181,116.412
299,2017-07-05,3.28,36.1181,116.412
299,2017-07-06,2.04,36.1181,116.412
299,2017-07-07,4.76,36.1181,116.412
299,2017-07-08,6.04,36.1181,116.412
299,2017-07-09,1.76,36.1181,116.412
299,2017-07-10,5.84,36.1181,116.412
299,2017-07-11,5.84,36.1181,116.412
299,2017-07-12,5.84,36.1181,116.412
299,2017-07-13,5.46,36.1181,116.412
299,2017-07-14,4.24,36.1181,116.412
299,2017-07-15,1.94,36.1181,116.412
299,2017-07-16,2.5,36.1181,116.412
299,2017-07-17,3.24,36.1181,116.412
299,2017-07-18,2.56,36.1181,116.412
299,2017-07-19,4.06,36.1181,116.412
299,2017-07-20,5.44,36.1181,116.412
299,2017-07-21,4.24,36.1181,116.412
299,2017-07-22,3.56,36.1181,116.412
299,2017-07-23,4.66,36.1181,116.412
299,2017-07-24,3.32,36.1181,116.412
299,2017-07-25,3.56,36.1181,116.412
299,2017-07-26,2.7,36.1181,116.412
299,2017-07-27,1.28,36.1181,116.412
299,2017-07-28,2.38,36.1181,116.412
299,2017-07-29,0.58,36.1181,116.412
299,2017-07-30,1.98,36.1181,116.412
299,2017-07-31,3.24,36.1181,116.412
299,2017-08-01,4.2,36.1181,116.412
299,2017-08-02,1.06,36.1181,116.412
299,2017-08-03,4.44,36.1181,116.412
299,2017-08-04,5.3,36.1181,116.412
