id,time,dayPower,capacity
627,2017-01-01,114,55
627,2017-01-02,114,55
627,2017-01-03,114,55
627,2017-01-04,246,55
627,2017-01-05,209,55
627,2017-01-06,237,55
627,2017-01-07,128,55
627,2017-01-08,153,55
627,2017-01-09,237,55
627,2017-01-10,177,55
627,2017-01-11,164,55
627,2017-01-12,237,55
627,2017-01-13,243,55
627,2017-01-14,177,55
627,2017-01-15,163,55
627,2017-01-16,237,55
627,2017-01-17,179,55
627,2017-01-18,128,55
627,2017-01-19,147,55
627,2017-01-20,243,55
627,2017-01-21,243,55
627,2017-01-22,243,55
627,2017-01-23,177,55
627,2017-01-24,210,55
627,2017-01-25,237,55
627,2017-01-26,72,55
627,2017-01-27,332,55
627,2017-01-28,68,55
627,2017-01-29,132,55
627,2017-01-30,163,55
627,2017-01-31,177,55
627,2017-02-01,177,55
627,2017-02-02,163,55
627,2017-02-03,108,55
627,2017-02-04,114,55
627,2017-02-05,160,55
627,2017-02-06,259,55
627,2017-02-07,259,55
627,2017-02-08,190,55
627,2017-02-09,243,55
627,2017-02-10,243,55
627,2017-02-11,329,55
627,2017-02-12,209,55
627,2017-02-13,194,55
627,2017-02-14,202,55
627,2017-02-15,267,55
627,2017-02-16,163,55
627,2017-02-17,332,55
627,2017-02-18,194,55
627,2017-02-19,94,55
627,2017-02-20,132,55
627,2017-02-21,100,55
627,2017-02-22,138,55
627,2017-02-23,110,55
627,2017-02-24,194,55
627,2017-02-25,194,55
627,2017-02-26,132,55
627,2017-02-27,209,55
627,2017-02-28,333,55
627,2017-03-01,177,55
627,2017-03-02,329,55
627,2017-03-03,209,55
627,2017-03-04,267,55
627,2017-03-05,195,55
627,2017-03-06,209,55
627,2017-03-07,219,55
627,2017-03-08,329,55
627,2017-03-09,291,55
627,2017-03-10,284,55
627,2017-03-11,309,55
627,2017-03-12,225,55
627,2017-03-13,257,55
627,2017-03-14,183,55
627,2017-03-15,193,55
627,2017-03-16,278,55
627,2017-03-17,177,55
627,2017-03-18,201,55
627,2017-03-19,254,55
