id,time,dayPower,capacity
541,2017-01-01,144,55
541,2017-01-02,144,55
541,2017-01-03,144,55
541,2017-01-04,248,55
541,2017-01-05,126,55
541,2017-01-06,214,55
541,2017-01-07,65,55
541,2017-01-08,144,55
541,2017-01-09,214,55
541,2017-01-10,169,55
541,2017-01-11,158,55
541,2017-01-12,214,55
541,2017-01-13,239,55
541,2017-01-14,166,55
541,2017-01-15,158,55
541,2017-01-16,214,55
541,2017-01-17,97,55
541,2017-01-18,65,55
541,2017-01-19,139,55
541,2017-01-20,239,55
541,2017-01-21,239,55
541,2017-01-22,239,55
541,2017-01-23,166,55
541,2017-01-24,206,55
541,2017-01-25,214,55
541,2017-01-26,64,55
541,2017-01-27,335,55
541,2017-01-28,44,55
541,2017-01-29,133,55
541,2017-01-30,158,55
541,2017-01-31,166,55
541,2017-02-01,166,55
541,2017-02-02,158,55
541,2017-02-03,131,55
541,2017-02-04,144,55
541,2017-02-05,153,55
541,2017-02-06,233,55
541,2017-02-07,233,55
541,2017-02-08,233,55
541,2017-02-09,239,55
541,2017-02-10,239,55
541,2017-02-11,333,55
541,2017-02-12,204,55
541,2017-02-13,187,55
541,2017-02-14,205,55
541,2017-02-15,266,55
541,2017-02-16,158,55
541,2017-02-17,335,55
541,2017-02-18,187,55
541,2017-02-19,84,55
541,2017-02-20,133,55
541,2017-02-21,91,55
541,2017-02-22,131,55
541,2017-02-23,99,55
541,2017-02-24,187,55
541,2017-02-25,187,55
541,2017-02-26,133,55
541,2017-02-27,204,55
541,2017-02-28,345,55
541,2017-03-01,162,55
541,2017-03-02,333,55
541,2017-03-03,204,55
541,2017-03-04,266,55
541,2017-03-05,192,55
541,2017-03-06,204,55
541,2017-03-07,209,55
541,2017-03-08,333,55
541,2017-03-09,296,55
541,2017-03-10,286,55
541,2017-03-11,287,55
541,2017-03-12,230,55
541,2017-03-13,271,55
541,2017-03-14,9,55
541,2017-03-15,207,55
541,2017-03-16,247,55
541,2017-03-17,172,55
541,2017-03-18,200,55
541,2017-03-19,225,55
541,2017-03-20,207,55
541,2017-03-21,204,55
541,2017-03-22,44,55
541,2017-03-23,137,55
541,2017-03-24,64,55
541,2017-03-25,251,55
541,2017-03-26,133,55
541,2017-03-27,175,55
541,2017-03-28,144,55
541,2017-03-29,251,55
541,2017-03-30,205,55
541,2017-03-31,131,55
541,2017-04-01,266,55
541,2017-04-02,273,55
541,2017-04-03,224,55
541,2017-04-04,178,55
541,2017-04-05,126,55
541,2017-04-06,217,55
541,2017-04-07,207,55
541,2017-04-08,66,55
541,2017-04-09,193,55
541,2017-04-10,205,55
541,2017-04-11,224,55
541,2017-04-12,305,55
541,2017-04-13,207,55
541,2017-04-14,217,55
541,2017-04-15,273,55
541,2017-04-16,225,55
541,2017-04-17,271,55
541,2017-04-18,346,55
541,2017-04-19,13,55
541,2017-04-20,163,55
541,2017-04-21,163,55
541,2017-04-22,200,55
541,2017-04-23,224,55
541,2017-04-24,116,55
541,2017-04-25,195,55
541,2017-04-26,284,55
541,2017-04-27,200,55
541,2017-04-28,200,55
541,2017-04-29,260,55
541,2017-04-30,273,55
541,2017-05-01,282,55
541,2017-05-02,260,55
541,2017-05-03,227,55
541,2017-05-04,116,55
541,2017-05-05,200,55
541,2017-05-06,224,55
541,2017-05-07,287,55
541,2017-05-08,178,55
541,2017-05-09,315,55
541,2017-05-10,273,55
541,2017-05-11,184,55
541,2017-05-12,200,55
541,2017-05-13,200,55
541,2017-05-14,327,55
541,2017-05-15,206,55
541,2017-05-16,200,55
541,2017-05-17,315,55
541,2017-05-18,315,55
541,2017-05-19,273,55
541,2017-05-20,315,55
541,2017-05-21,315,55
541,2017-05-22,217,55
541,2017-05-23,143,55
541,2017-05-24,260,55
541,2017-05-25,260,55
541,2017-05-26,260,55
541,2017-05-27,260,55
541,2017-05-28,236,55
541,2017-05-29,171,55
541,2017-05-30,260,55
541,2017-05-31,315,55
541,2017-06-01,315,55
541,2017-06-02,142,55
541,2017-06-03,116,55
541,2017-06-04,116,55
541,2017-06-05,214,55
541,2017-06-06,225,55
541,2017-06-07,217,55
541,2017-06-08,2,55
541,2017-06-09,248,55
541,2017-06-10,214,55
541,2017-06-11,217,55
541,2017-06-12,217,55
541,2017-06-13,116,55
541,2017-06-14,260,55
541,2017-06-15,2,55
541,2017-06-16,315,55
541,2017-06-17,0,55
541,2017-06-18,153,55
541,2017-06-19,315,55
541,2017-06-20,153,55
541,2017-06-21,315,55
541,2017-06-22,217,55
541,2017-06-23,225,55
541,2017-06-24,178,55
541,2017-06-25,217,55
541,2017-06-26,217,55
541,2017-06-27,217,55
541,2017-06-28,315,55
541,2017-06-29,261,55
541,2017-06-30,258,55
541,2017-07-01,261,55
541,2017-07-02,261,55
541,2017-07-03,261,55
541,2017-07-04,153,55
541,2017-07-05,214,55
541,2017-07-06,266,55
541,2017-07-07,217,55
541,2017-07-08,261,55
541,2017-07-09,270,55
541,2017-07-10,261,55
541,2017-07-11,261,55
541,2017-07-12,261,55
541,2017-07-13,261,55
541,2017-07-14,214,55
541,2017-07-15,174,55
541,2017-07-16,256,55
541,2017-07-17,0,55
541,2017-07-18,181,55
541,2017-07-19,256,55
541,2017-07-20,261,55
541,2017-07-21,256,55
541,2017-07-22,256,55
541,2017-07-23,248,55
541,2017-07-24,284,55
541,2017-07-25,137,55
541,2017-07-26,256,55
541,2017-07-27,223,55
541,2017-07-28,270,55
541,2017-07-29,234,55
541,2017-07-30,270,55
541,2017-07-31,284,55
541,2017-08-01,256,55
541,2017-08-02,266,55
541,2017-08-03,214,55
541,2017-08-04,261,55
541,2017-08-05,261,55
541,2017-08-06,153,55
541,2017-08-07,261,55
541,2017-08-08,261,55
541,2017-08-09,282,55
541,2017-08-10,261,55
541,2017-08-11,261,55
541,2017-08-12,224,55
541,2017-08-13,258,55
541,2017-08-14,234,55
541,2017-08-15,217,55
541,2017-08-16,284,55
541,2017-08-17,214,55
541,2017-08-18,256,55
541,2017-08-19,266,55
541,2017-08-20,217,55
541,2017-08-21,261,55
541,2017-08-22,154,55
541,2017-08-23,214,55
541,2017-08-24,217,55
541,2017-08-25,95,55
541,2017-08-26,257,55
541,2017-08-27,312,55
541,2017-08-28,26,55
541,2017-08-29,13,55
541,2017-08-30,118,55
541,2017-08-31,217,55
541,2017-09-01,217,55
541,2017-09-02,153,55
541,2017-09-03,217,55
541,2017-09-04,153,55
