id,time,dayPower,capacity,lat,lng
664,2017-01-01 22,716.0,220,36.8088,117.559
664,2017-01-02 22,822.0,220,36.8088,117.559
664,2017-01-03 22,666.0,220,36.8088,117.559
664,2017-01-04 22,413.0,220,36.8088,117.559
664,2017-01-05 22,972.0,220,36.8088,117.559
664,2017-01-06 22,857.0,220,36.8088,117.559
664,2017-01-07 22,460.0,220,36.8088,117.559
664,2017-01-08 22,605.0,220,36.8088,117.559
664,2017-01-09 22,262.0,220,36.8088,117.559
664,2017-01-10 22,751.0,220,36.8088,117.559
664,2017-01-11 22,110.0,220,36.8088,117.559
664,2017-01-12 22,820.0,220,36.8088,117.559
664,2017-01-13 22,730.0,220,36.8088,117.559
664,2017-01-14 22,760.0,220,36.8088,117.559
664,2017-01-15 22,849.0,220,36.8088,117.559
664,2017-01-16 22,267.0,220,36.8088,117.559
664,2017-01-17 22,1091.0,220,36.8088,117.559
664,2017-01-18 22,620.0,220,36.8088,117.559
664,2017-01-19 22,323.0,220,36.8088,117.559
664,2017-01-20 22,1031.0,220,36.8088,117.559
664,2017-01-21 22,1046.0,220,36.8088,117.559
664,2017-01-22 22,1079.0,220,36.8088,117.559
664,2017-01-23 22,1036.0,220,36.8088,117.559
664,2017-01-24 22,931.0,220,36.8088,117.559
664,2017-01-25 22,1000.0,220,36.8088,117.559
664,2017-01-26 22,1084.0,220,36.8088,117.559
664,2017-01-27 22,777.0,220,36.8088,117.559
664,2017-01-28 22,837.0,220,36.8088,117.559
664,2017-01-29 22,562.0,220,36.8088,117.559
664,2017-01-30 22,190.0,220,36.8088,117.559
664,2017-01-31 22,696.0,220,36.8088,117.559
664,2017-02-01 22,1129.0,220,36.8088,117.559
664,2017-02-02 22,194.0,220,36.8088,117.559
664,2017-02-03 22,439.0,220,36.8088,117.559
664,2017-02-04 22,859.0,220,36.8088,117.559
664,2017-02-05 22,837.0,220,36.8088,117.559
664,2017-02-06 22,51.0,220,36.8088,117.559
664,2017-02-07 22,375.0,220,36.8088,117.559
664,2017-02-08 22,176.0,220,36.8088,117.559
664,2017-02-09 22,774.0,220,36.8088,117.559
664,2017-02-10 22,532.0,220,36.8088,117.559
