id,time,dayPower,capacity,lat,lng
406,2017-01-01,99,50,37.3977,117.079
406,2017-01-02,99,50,37.3977,117.079
406,2017-01-03,99,50,37.3977,117.079
406,2017-01-04,154,50,37.3977,117.079
406,2017-01-05,204,50,37.3977,117.079
406,2017-01-06,214,50,37.3977,117.079
406,2017-01-07,95,50,37.3977,117.079
406,2017-01-08,136,50,37.3977,117.079
406,2017-01-09,214,50,37.3977,117.079
406,2017-01-10,160,50,37.3977,117.079
406,2017-01-11,137,50,37.3977,117.079
406,2017-01-12,214,50,37.3977,117.079
406,2017-01-13,206,50,37.3977,117.079
406,2017-01-14,156,50,37.3977,117.079
406,2017-01-15,145,50,37.3977,117.079
406,2017-01-16,214,50,37.3977,117.079
406,2017-01-17,86,50,37.3977,117.079
406,2017-01-18,138,50,37.3977,117.079
406,2017-01-19,244,50,37.3977,117.079
406,2017-01-20,206,50,37.3977,117.079
406,2017-01-21,206,50,37.3977,117.079
406,2017-01-22,206,50,37.3977,117.079
406,2017-01-23,156,50,37.3977,117.079
406,2017-01-24,176,50,37.3977,117.079
406,2017-01-25,214,50,37.3977,117.079
406,2017-01-26,212,50,37.3977,117.079
406,2017-01-27,306,50,37.3977,117.079
406,2017-01-28,50,50,37.3977,117.079
406,2017-01-29,109,50,37.3977,117.079
406,2017-01-30,145,50,37.3977,117.079
406,2017-01-31,156,50,37.3977,117.079
406,2017-02-01,156,50,37.3977,117.079
406,2017-02-02,145,50,37.3977,117.079
406,2017-02-03,88,50,37.3977,117.079
406,2017-02-04,99,50,37.3977,117.079
406,2017-02-05,143,50,37.3977,117.079
406,2017-02-06,225,50,37.3977,117.079
406,2017-02-07,225,50,37.3977,117.079
406,2017-02-08,154,50,37.3977,117.079
406,2017-02-09,206,50,37.3977,117.079
406,2017-02-10,206,50,37.3977,117.079
406,2017-02-11,303,50,37.3977,117.079
406,2017-02-12,179,50,37.3977,117.079
406,2017-02-13,174,50,37.3977,117.079
406,2017-02-14,186,50,37.3977,117.079
406,2017-02-15,240,50,37.3977,117.079
406,2017-02-16,153,50,37.3977,117.079
406,2017-02-17,306,50,37.3977,117.079
406,2017-02-18,174,50,37.3977,117.079
406,2017-02-19,220,50,37.3977,117.079
406,2017-02-20,109,50,37.3977,117.079
406,2017-02-21,89,50,37.3977,117.079
406,2017-02-22,76,50,37.3977,117.079
406,2017-02-23,96,50,37.3977,117.079
406,2017-02-24,174,50,37.3977,117.079
406,2017-02-25,174,50,37.3977,117.079
406,2017-02-26,233,50,37.3977,117.079
406,2017-02-27,228,50,37.3977,117.079
406,2017-02-28,302,50,37.3977,117.079
406,2017-03-01,241,50,37.3977,117.079
406,2017-03-02,303,50,37.3977,117.079
406,2017-03-03,228,50,37.3977,117.079
406,2017-03-04,240,50,37.3977,117.079
406,2017-03-05,164,50,37.3977,117.079
406,2017-03-06,179,50,37.3977,117.079
406,2017-03-07,191,50,37.3977,117.079
406,2017-03-08,303,50,37.3977,117.079
406,2017-03-09,273,50,37.3977,117.079
406,2017-03-10,263,50,37.3977,117.079
406,2017-03-11,143,50,37.3977,117.079
406,2017-03-12,200,50,37.3977,117.079
406,2017-03-13,234,50,37.3977,117.079
406,2017-03-14,145,50,37.3977,117.079
406,2017-03-15,247,50,37.3977,117.079
406,2017-03-16,234,50,37.3977,117.079
406,2017-03-17,153,50,37.3977,117.079
406,2017-03-18,186,50,37.3977,117.079
406,2017-03-19,314,50,37.3977,117.079
406,2017-03-20,180,50,37.3977,117.079
406,2017-03-21,228,50,37.3977,117.079
406,2017-03-22,64,50,37.3977,117.079
406,2017-03-23,66,50,37.3977,117.079
406,2017-03-24,212,50,37.3977,117.079
406,2017-03-25,228,50,37.3977,117.079
406,2017-03-26,233,50,37.3977,117.079
406,2017-03-27,179,50,37.3977,117.079
406,2017-03-28,136,50,37.3977,117.079
406,2017-03-29,228,50,37.3977,117.079
406,2017-03-30,186,50,37.3977,117.079
406,2017-03-31,132,50,37.3977,117.079
406,2017-04-01,240,50,37.3977,117.079
406,2017-04-02,250,50,37.3977,117.079
406,2017-04-03,155,50,37.3977,117.079
406,2017-04-04,110,50,37.3977,117.079
406,2017-04-05,204,50,37.3977,117.079
406,2017-04-06,216,50,37.3977,117.079
406,2017-04-07,180,50,37.3977,117.079
406,2017-04-08,48,50,37.3977,117.079
406,2017-04-09,185,50,37.3977,117.079
406,2017-04-10,186,50,37.3977,117.079
406,2017-04-11,235,50,37.3977,117.079
406,2017-04-12,291,50,37.3977,117.079
406,2017-04-13,180,50,37.3977,117.079
406,2017-04-14,216,50,37.3977,117.079
406,2017-04-15,270,50,37.3977,117.079
406,2017-04-16,240,50,37.3977,117.079
406,2017-04-17,254,50,37.3977,117.079
406,2017-04-18,290,50,37.3977,117.079
