id,time,dayPower,capacity,lat,lng
431,2017-01-01 22,111.0,50,37.4267,117.089
431,2017-01-02 22,73.0,50,37.4267,117.089
431,2017-01-03 22,127.0,50,37.4267,117.089
431,2017-01-04 22,32.0,50,37.4267,117.089
431,2017-01-05 22,150.0,50,37.4267,117.089
431,2017-01-06 22,166.0,50,37.4267,117.089
431,2017-01-07 22,31.0,50,37.4267,117.089
431,2017-01-08 22,165.0,50,37.4267,117.089
431,2017-01-09 22,180.0,50,37.4267,117.089
431,2017-01-10 22,200.0,50,37.4267,117.089
431,2017-01-11 22,223.0,50,37.4267,117.089
431,2017-01-12 22,201.0,50,37.4267,117.089
431,2017-01-13 22,195.0,50,37.4267,117.089
431,2017-01-14 22,134.0,50,37.4267,117.089
431,2017-01-15 22,67.0,50,37.4267,117.089
431,2017-01-16 22,92.0,50,37.4267,117.089
431,2017-01-17 22,20.0,50,37.4267,117.089
431,2017-01-18 22,45.0,50,37.4267,117.089
431,2017-01-19 22,89.0,50,37.4267,117.089
431,2017-01-20 22,120.0,50,37.4267,117.089
431,2017-01-21 22,32.0,50,37.4267,117.089
431,2017-01-22 22,82.0,50,37.4267,117.089
431,2017-01-23 22,212.0,50,37.4267,117.089
431,2017-01-24 22,189.0,50,37.4267,117.089
431,2017-01-25 22,124.0,50,37.4267,117.089
431,2017-01-26 22,159.0,50,37.4267,117.089
431,2017-01-27 22,70.0,50,37.4267,117.089
431,2017-01-28 22,115.0,50,37.4267,117.089
431,2017-01-29 22,231.0,50,37.4267,117.089
431,2017-01-30 22,159.0,50,37.4267,117.089
431,2017-01-31 22,212.0,50,37.4267,117.089
431,2017-02-01 22,205.0,50,37.4267,117.089
431,2017-02-02 22,262.0,50,37.4267,117.089
431,2017-02-03 22,254.0,50,37.4267,117.089
431,2017-02-04 22,252.0,50,37.4267,117.089
431,2017-02-05 22,259.0,50,37.4267,117.089
431,2017-02-06 22,244.0,50,37.4267,117.089
431,2017-02-07 22,244.0,50,37.4267,117.089
431,2017-02-08 22,234.0,50,37.4267,117.089
431,2017-02-09 22,174.0,50,37.4267,117.089
431,2017-02-10 22,232.0,50,37.4267,117.089
431,2017-02-11 22,250.0,50,37.4267,117.089
431,2017-02-12 22,268.0,50,37.4267,117.089
431,2017-02-13 22,251.0,50,37.4267,117.089
431,2017-02-14 22,80.0,50,37.4267,117.089
431,2017-02-15 22,227.0,50,37.4267,117.089
431,2017-02-16 22,204.0,50,37.4267,117.089
431,2017-02-17 22,49.0,50,37.4267,117.089
431,2017-02-18 22,150.0,50,37.4267,117.089
431,2017-02-19 22,145.0,50,37.4267,117.089
431,2017-02-20 22,31.0,50,37.4267,117.089
431,2017-02-21 22,243.0,50,37.4267,117.089
431,2017-02-22 22,230.0,50,37.4267,117.089
431,2017-02-23 22,236.0,50,37.4267,117.089
431,2017-02-24 22,119.0,50,37.4267,117.089
431,2017-02-25 22,241.0,50,37.4267,117.089
431,2017-02-26 22,196.0,50,37.4267,117.089
431,2017-02-27 22,98.0,50,37.4267,117.089
431,2017-02-28 22,136.0,50,37.4267,117.089
431,2017-03-01 22,265.0,50,37.4267,117.089
431,2017-03-02 22,254.0,50,37.4267,117.089
431,2017-03-03 22,147.0,50,37.4267,117.089
431,2017-03-04 22,35.0,50,37.4267,117.089
