id,time,dayPower,capacity,lat,lng
22,2017-01-01 22,213.0,100,37.0903,117.219
22,2017-01-02 22,112.0,100,37.0903,117.219
22,2017-01-03 22,263.0,100,37.0903,117.219
22,2017-01-04 22,63.0,100,37.0903,117.219
22,2017-01-05 22,296.0,100,37.0903,117.219
22,2017-01-06 22,281.0,100,37.0903,117.219
22,2017-01-07 22,54.0,100,37.0903,117.219
22,2017-01-08 22,122.0,100,37.0903,117.219
22,2017-01-09 22,305.0,100,37.0903,117.219
22,2017-01-10 22,373.0,100,37.0903,117.219
22,2017-01-11 22,289.0,100,37.0903,117.219
22,2017-01-12 22,210.0,100,37.0903,117.219
22,2017-01-13 22,376.0,100,37.0903,117.219
22,2017-01-14 22,433.0,100,37.0903,117.219
22,2017-01-15 22,263.0,100,37.0903,117.219
22,2017-01-16 22,178.0,100,37.0903,117.219
22,2017-01-17 22,120.0,100,37.0903,117.219
22,2017-01-18 22,174.0,100,37.0903,117.219
22,2017-01-19 22,193.0,100,37.0903,117.219
22,2017-01-20 22,462.0,100,37.0903,117.219
22,2017-01-21 22,395.0,100,37.0903,117.219
22,2017-01-22 22,430.0,100,37.0903,117.219
22,2017-01-23 22,302.0,100,37.0903,117.219
22,2017-01-24 22,234.0,100,37.0903,117.219
22,2017-01-25 22,316.0,100,37.0903,117.219
22,2017-01-26 22,208.0,100,37.0903,117.219
22,2017-01-27 22,395.0,100,37.0903,117.219
22,2017-01-28 22,130.0,100,37.0903,117.219
22,2017-01-29 22,427.0,100,37.0903,117.219
22,2017-01-30 22,272.0,100,37.0903,117.219
22,2017-01-31 22,349.0,100,37.0903,117.219
22,2017-02-01 22,485.0,100,37.0903,117.219
22,2017-02-02 22,399.0,100,37.0903,117.219
22,2017-02-03 22,288.0,100,37.0903,117.219
22,2017-02-04 22,58.0,100,37.0903,117.219
22,2017-02-05 22,377.0,100,37.0903,117.219
22,2017-02-06 22,292.0,100,37.0903,117.219
22,2017-02-07 22,140.0,100,37.0903,117.219
22,2017-02-08 22,238.0,100,37.0903,117.219
22,2017-02-09 22,555.0,100,37.0903,117.219
22,2017-02-10 22,551.0,100,37.0903,117.219
22,2017-02-11 22,474.0,100,37.0903,117.219
22,2017-02-12 22,462.0,100,37.0903,117.219
22,2017-02-13 22,366.0,100,37.0903,117.219
22,2017-02-14 22,255.0,100,37.0903,117.219
