id,time,dayPower,capacity,lat,lng
309,2017-01-01 22,306.0,150,36.1753,116.398
309,2017-01-02 22,152.0,150,36.1753,116.398
309,2017-01-03 22,129.0,150,36.1753,116.398
309,2017-01-04 22,91.0,150,36.1753,116.398
309,2017-01-05 22,426.0,150,36.1753,116.398
309,2017-01-06 22,325.0,150,36.1753,116.398
309,2017-01-07 22,96.0,150,36.1753,116.398
309,2017-01-08 22,468.0,150,36.1753,116.398
309,2017-01-09 22,538.0,150,36.1753,116.398
309,2017-01-10 22,538.0,150,36.1753,116.398
309,2017-01-11 22,601.0,150,36.1753,116.398
309,2017-01-12 22,513.0,150,36.1753,116.398
309,2017-01-13 22,497.0,150,36.1753,116.398
309,2017-01-14 22,401.0,150,36.1753,116.398
309,2017-01-15 22,172.0,150,36.1753,116.398
309,2017-01-16 22,179.0,150,36.1753,116.398
309,2017-01-17 22,82.0,150,36.1753,116.398
309,2017-01-18 22,202.0,150,36.1753,116.398
309,2017-01-19 22,281.0,150,36.1753,116.398
309,2017-01-20 22,616.0,150,36.1753,116.398
309,2017-01-21 22,576.0,150,36.1753,116.398
309,2017-01-22 22,61.0,150,36.1753,116.398
309,2017-01-23 22,498.0,150,36.1753,116.398
309,2017-01-24 22,428.0,150,36.1753,116.398
309,2017-01-25 22,233.0,150,36.1753,116.398
309,2017-01-26 22,389.0,150,36.1753,116.398
309,2017-01-27 22,86.0,150,36.1753,116.398
309,2017-01-28 22,47.0,150,36.1753,116.398
309,2017-01-29 22,498.0,150,36.1753,116.398
309,2017-01-30 22,264.0,150,36.1753,116.398
309,2017-01-31 22,429.0,150,36.1753,116.398
309,2017-02-01 22,550.0,150,36.1753,116.398
309,2017-02-02 22,684.0,150,36.1753,116.398
309,2017-02-03 22,618.0,150,36.1753,116.398
309,2017-02-04 22,579.0,150,36.1753,116.398
309,2017-02-05 22,638.0,150,36.1753,116.398
309,2017-02-06 22,622.0,150,36.1753,116.398
309,2017-02-07 22,560.0,150,36.1753,116.398
309,2017-02-08 22,597.0,150,36.1753,116.398
309,2017-02-09 22,448.0,150,36.1753,116.398
309,2017-02-10 22,497.0,150,36.1753,116.398
309,2017-02-11 22,604.0,150,36.1753,116.398
309,2017-02-12 22,630.0,150,36.1753,116.398
309,2017-02-13 22,596.0,150,36.1753,116.398
309,2017-02-14 22,292.0,150,36.1753,116.398
309,2017-02-15 22,467.0,150,36.1753,116.398
309,2017-02-16 22,493.0,150,36.1753,116.398
309,2017-02-17 22,305.0,150,36.1753,116.398
309,2017-02-18 22,511.0,150,36.1753,116.398
309,2017-02-19 22,450.0,150,36.1753,116.398
309,2017-02-20 22,199.0,150,36.1753,116.398
309,2017-02-21 22,500.0,150,36.1753,116.398
309,2017-02-22 22,621.0,150,36.1753,116.398
309,2017-02-23 22,621.0,150,36.1753,116.398
309,2017-02-24 22,57.0,150,36.1753,116.398
309,2017-02-25 22,609.0,150,36.1753,116.398
309,2017-02-26 22,519.0,150,36.1753,116.398
309,2017-02-27 22,377.0,150,36.1753,116.398
309,2017-02-28 22,565.0,150,36.1753,116.398
309,2017-03-01 22,567.0,150,36.1753,116.398
309,2017-03-02 22,784.0,150,36.1753,116.398
309,2017-03-03 22,108.0,150,36.1753,116.398
309,2017-03-04 22,39.0,150,36.1753,116.398
309,2017-03-05 22,684.0,150,36.1753,116.398
309,2017-03-06 22,484.0,150,36.1753,116.398
309,2017-03-07 22,521.0,150,36.1753,116.398
309,2017-03-08 22,919.0,150,36.1753,116.398
309,2017-03-09 22,836.0,150,36.1753,116.398
309,2017-03-10 22,687.0,150,36.1753,116.398
309,2017-03-11 22,652.0,150,36.1753,116.398
309,2017-03-12 22,808.0,150,36.1753,116.398
309,2017-03-13 22,801.0,150,36.1753,116.398
309,2017-03-14 22,791.0,150,36.1753,116.398
309,2017-03-15 22,236.0,150,36.1753,116.398
309,2017-03-16 22,861.0,150,36.1753,116.398
309,2017-03-17 22,261.0,150,36.1753,116.398
309,2017-03-18 22,126.0,150,36.1753,116.398
309,2017-03-19 22,758.0,150,36.1753,116.398
309,2017-03-20 22,475.0,150,36.1753,116.398
309,2017-03-21 22,690.0,150,36.1753,116.398
309,2017-03-22 22,627.0,150,36.1753,116.398
309,2017-03-23 22,751.0,150,36.1753,116.398
309,2017-03-24 22,781.0,150,36.1753,116.398
309,2017-03-25 22,719.0,150,36.1753,116.398
309,2017-03-26 22,816.0,150,36.1753,116.398
309,2017-03-27 22,801.0,150,36.1753,116.398
309,2017-03-28 22,752.0,150,36.1753,116.398
309,2017-03-29 22,533.0,150,36.1753,116.398
309,2017-03-30 22,778.0,150,36.1753,116.398
309,2017-03-31 22,786.0,150,36.1753,116.398
309,2017-04-01 22,673.0,150,36.1753,116.398
309,2017-04-02 22,789.0,150,36.1753,116.398
309,2017-04-03 22,643.0,150,36.1753,116.398
309,2017-04-04 22,126.0,150,36.1753,116.398
309,2017-04-05 22,197.0,150,36.1753,116.398
309,2017-04-06 22,834.0,150,36.1753,116.398
309,2017-04-07 22,985.0,150,36.1753,116.398
309,2017-04-08 22,906.0,150,36.1753,116.398
309,2017-04-09 22,283.0,150,36.1753,116.398
309,2017-04-10 22,358.0,150,36.1753,116.398
309,2017-04-11 22,809.0,150,36.1753,116.398
309,2017-04-12 22,222.0,150,36.1753,116.398
309,2017-04-13 22,88.0,150,36.1753,116.398
309,2017-04-14 22,581.0,150,36.1753,116.398
309,2017-04-15 22,903.0,150,36.1753,116.398
