stationCode,changZhanId,title,longitude,latitude
SH-SHX-005,599,赵黑豆村,117.276,37.4258
SH-SHX-006,600,沙河村,117.275,37.4258
SH-SHX-007,601,卢家村,117.235,37.4217
SH-SHX-008,602,刘集村,117.22,37.4268
SH-SHX-009,603,西范村,117.248,37.4203
SH-SHX-010,604,臧家村,117.255,37.4199
SH-SHX-011,605,郭家村,117.283,37.3471
SH-SHX-012,606,小仉村,117.256,37.4323
SH-SHX-013,607,苗李村,117.274,37.426
SH-SHX-014,608,宁家村,117.214,37.4287
SH-SHX-015,609,习家村,117.213,37.4287
SH-SHX-016,610,沙河许村,117.264,37.4216
SH-SHX-017,611,大吕村,117.268,37.3699
SH-SHX-018,612,新徐村,117.259,37.3698
SH-SHX-019,613,张铁匠村,117.265,37.3692
SH-SHX-020,614,刘辛村,117.222,37.4134
SH-BQ-001,615,徐李村,117.271,37.1902
SH-BQ-002,616,关王庙村,117.228,37.1888
SH-BQ-003,617,东瓜王村,117.31,37.2145
SH-BQ-004,618,赵家屯村,117.242,37.2583
SH-BQ-005,619,水牛李村,117.243,37.2583
SH-BQ-006,620,前后王村,117.314,37.2228
SH-BQ-007,621,义和村,117.269,37.2288
SH-BQ-008,622,东杏村,117.313,37.2228
SH-BQ-009,623,井家坞村,117.296,37.2257
SH-BQ-010,624,后董村,117.312,37.2228
SH-SJ-010,625,罗家村,117.232,37.2667
SH-SJ-011,626,相家村,117.26,37.2988
SH-SJ-012,627,王皮村,117.26,37.2911
SH-SJ-013,628,芦家河沟村,117.285,37.3022
SH-SJ-014,629,前堤村,117.295,37.2755
SH-SJ-015,630,房屯村,117.27,37.2911
SH-SJ-016,631,刘安村,117.213,37.3522
SH-SJ-017,632,苏家村,117.235,37.2347
SH-SJ-018,633,刘店村,117.247,37.2777
SH-SJ-019,634,后堤村,117.287,37.3023
SH-SJ-020,635,车庙村,117.271,37.305
SH-SJ-021,636,田湾村,117.285,37.3239
SH-SJ-022,637,张董村,117.249,37.3375
SH-SJ-023,638,北李家村,117.278,37.3583
SH-YX-016,639,殷巷镇马家村,117.162,37.4075
SH-YX-017,640,贺家村,117.191,37.3772
SH-YX-018,641,绳东村,117.112,37.4009
SH-YX-019,642,帽杨村,117.191,37.3772
SH-YX-020,643,北李庙村,117.102,37.3785
SH-YX-021,644,魏家村,117.101,37.3785
SH-YX-022,645,芦张村,117.153,37.4612
SH-LSS-017,646,李举人村,117.313,37.3899
SH-LSS-018,647,西刘木村,117.325,37.3877
SH-LSS-019,648,宽河村,117.324,37.3877
SH-LSS-020,649,道口张村,117.323,37.3877
SH-JZ-002,650,后垤道村,117.116,37.2497
SH-JZ-003,651,聂家村,117.095,37.3097
SH-JZ-004,652,郭家庵村,117.037,37.3272
SH-JZ-005,653,小庄村村,117.039,37.3197
LC-CS-005,654,石瓮峪村&讲书院村,117.287,36.5667
LC-CS-006,655,康井孟村,117.261,36.5956
LC-TW-001,656,唐王镇小郭家村,117.276,36.8353
LC-GG-003,657,桃科村,117.181,36.5677
ZQ-WZ-007,658,三元村&郭家庄村0.33MW合建,117.525,36.6024
ZQ-LS-004,659,东石村,117.408,36.7926
ZQ-LS-005,660,董东村&于张村,117.344,36.7732
ZQ-LS-006,661,董西村&崔家村,117.342,36.7754
ZQ-PJ-011,662,孟白村&西河北村0.275MW合建,117.649,36.7087
ZQ-XGZ-011,663,凤林村,117.614,36.7787
ZQ-PJ-014,664,孟白村&刘家河洼村0.22MW合建,117.559,36.8088
ZQ-GZ-005,665,亮甲坡村,117.602,36.6296
ZQ-LS-007,666,董东村,117.343,36.7732
ZQ-GZ-007,667,兴隆官庄村&冯张宅0.385MW合建,117.628,36.6318
ZQ-CF-009,668,西峪村,117.371,36.5705
ZQ-CF-010,669,北横河村,117.423,36.5485
ZQ-CF-011,670,赵岭村,117.361,36.5267
ZQ-CF-012,671,井泉村0.33MW合建,117.436,36.5891
CQ-GYH-001,672,六里村,116.785,36.417
CQ-PAJD-005,673,老马店村,116.758,36.6144
CQ-WFS-007,674,庄南山村,116.817,36.4435
CQ-WFS-008,675,兴隆村,116.816,36.3842
CQ-WFS-009,676,下铺子村,116.876,36.3971
CQ-WFS-010,677,讲书院村,116.769,36.471
CQ-WFS-011,678,官庄村,116.818,36.4249
CQ-ZX-006,679,薛庄村,116.893,36.3992
CQ-GDZ-007,680,翟庄村&西辛村&黑沟桥村&土屋村,116.656,36.4554
CQ-GDZ-008,681,唐李村&坟台村&西义合村,116.68,36.5149
CQ-GDZ-009,682,后胡村,116.689,36.4216
CQ-GDZ-010,683,朱寨村&焦寨村,116.718,36.4351
CQ-GDZ-011,684,南马村&水坡村,116.641,36.4326
CQ-WD-003,685,朱泉村,116.946,36.4187
CQ-WD-004,686,西候村,116.871,36.2938
CQ-WD-005,687,万德镇三合村,116.862,36.3463
CQ-WD-006,688,西山村,116.834,36.3543
CQ-WD-007,689,房庄村&张庄村,116.834,36.3543
CQ-WD-008,690,孙庙村,116.873,36.3036
CQ-SQ-001,691,孟庄村&南付村,116.728,36.3836
CQ-SQ-002,692,学城村,116.724,36.3594
CQ-SQ-003,693,北付村,116.714,36.3631
CQ-SQ-004,694,大邹村&东坦村,116.727,36.3388
CQ-SQ-005,695,袁纸坊村&河洼村,116.755,36.3188
CQ-SQ-006,696,李纸村&柳杭村,116.749,36.3182
CQ-SQ-007,697,王庄,116.704,36.3038
CQ-SQ-008,698,双泉街道李庄,116.656,36.3223
CQ-SQ-009,699,黄立泉,116.657,36.3163
CQ-SQ-010,700,西龙湾,116.703,36.3038
CQ-SQ-011,701,徐庄,116.707,36.2991
CQ-SQ-012,702,韩店,116.455,36.1145
CQ-SQ-013,703,五眼井,116.667,36.3293
CQ-XL-007,704,南黄崖村,116.651,36.3562
CQ-XL-008,705,岚峪村,116.62,36.3447
CQ-XL-009,706,房头村,116.621,36.319
CQ-MS-010,707,牛角沟村,116.789,36.4107
CQ-ZX-007,708,井峪村7村合建,116.905,36.4612
CQ-ZX-008,709,王庄村7村合建,116.904,36.4612
CQ-MS-011,710,西褚科村6村合建,116.766,36.421
PY-YSJD-009,711,十里铺村,116.433,36.25
PY-YSJD-010,712,新博士村,116.433,36.3167
PY-YSJD-011,713,西子顺村,116.35,36.2833
PY-MG-009,714,赵台村,116.315,36.2605
PY-MG-010,715,玫瑰镇葛庄村,116.382,36.2333
PY-MG-011,716,南台村,116.316,36.2605
PY-MG-012,717,罗寨村,116.333,36.25
PY-DE-017,718,东阿镇太平村,116.316,36.2159
PY-DE-018,719,北门村,116.258,36.1538
PY-DE-019,720,东直沟村,116.33,36.1689
PY-DE-020,721,仁和村,116.288,36.1776
PY-DE-021,722,于庄村,116.329,36.1728
PY-KC-013,723,前大峪村,116.391,36.1689
TQ-DQ-008,724,坡东村2,116.978,36.7753
TQ-DQ-009,725,焦家村2,116.981,36.8029
TQ-DQ-010,726,宅胡村3,116.965,36.8134
TQ-DQ-011,727,西营子村2,116.983,36.8486
TQ-SXD-005,728,高王村2,116.955,36.8318
TQ-SXD-006,729,石门孙村3,116.948,36.8317
TQ-SXD-007,730,小吴村3,116.956,36.8318
TQ-SXD-008,731,彭庄村2,116.957,36.8029
NBSQ-LBJD-002,733,黄巢村,117.14,36.3624
NBSQ-LBJD-003,734,吴家村,117.094,36.3982
NBSQ-LBJD-004,735,阎家河村&柴家村,117.095,36.3982
NBSQ-LBJD-005,736,水泉村,117.091,36.4222
NBSQ-LBJD-006,737,唐家沟村,117.182,36.3987
NBSQ-LBJD-007,738,涝峪庄村,117.178,36.4289
NBSQ-LBJD-008,739,赵官峪村,117.12,36.3849
ZQ-PJ-010,740,北辛村,117.607,36.6981
ZQ-WZ-008,741,三元村&三槐树村0.33MW合建,117.513,36.602
ZQ-WZ-009,742,三元村&曹范龙埠村0.385MW合建,117.524,36.6024
ZQ-GZ-008,743,兴隆官庄村&三台庄村0.385MW合建,117.627,36.6318
ZQ-GZ-009,744,兴隆官庄村&上白秋村0.385MW合建,117.626,36.6318
ZQ-GZ-010,745,兴隆官庄村&三角湾村0.385MW合建,117.625,36.6318
ZQ-GZ-011,746,兴隆官庄村&渔湾村0.385MW合建,117.624,36.6318
ZQ-CF-013,747,大有村0.385MW合建,117.366,36.6277
ZQ-PJ-012,748,苏家村&太平村0.33MW合建,117.678,36.7332
ZQ-PJ-013,749,苏家村&马庄村0.33MW合建,117.677,36.7332
ZQ-LS-008,750,董西村&任家村,117.341,36.7754
ZQ-LS-009,751,董西村&东王野河村,117.343,36.7754
PY-MG-011,753,玫瑰镇庞口村,116.383,36.2333
PY-DE-022,754,东阿镇新直沟村,116.317,36.2159
JY-JYJD-011,755,济阳街道孟洼村,117.214,37.0261
