id,time,dayPower,capacity
567,2017-01-01 22,81.0,30
567,2017-01-02 22,92.0,30
567,2017-01-03 22,81.0,30
567,2017-01-04 22,61.0,30
567,2017-01-05 22,117.0,30
567,2017-01-06 22,90.0,30
567,2017-01-07 22,54.0,30
567,2017-01-08 22,76.0,30
567,2017-01-09 22,35.0,30
567,2017-01-10 22,78.0,30
567,2017-01-11 22,20.0,30
567,2017-01-12 22,70.0,30
567,2017-01-13 22,23.0,30
567,2017-01-14 22,40.0,30
567,2017-01-15 22,121.0,30
567,2017-01-16 22,134.0,30
567,2017-01-17 22,122.0,30
567,2017-01-18 22,80.0,30
567,2017-01-19 22,35.0,30
567,2017-01-20 22,127.0,30
567,2017-01-21 22,116.0,30
567,2017-01-22 22,122.0,30
567,2017-01-23 22,118.0,30
567,2017-01-24 22,102.0,30
567,2017-01-25 22,122.0,30
567,2017-01-26 22,121.0,30
567,2017-01-27 22,64.0,30
567,2017-01-28 22,105.0,30
567,2017-01-29 22,58.0,30
567,2017-01-30 22,34.0,30
567,2017-01-31 22,82.0,30
567,2017-02-01 22,123.0,30
567,2017-02-02 22,23.0,30
567,2017-02-03 22,57.0,30
567,2017-02-04 22,100.0,30
567,2017-02-05 22,83.0,30
567,2017-02-06 22,5.0,30
567,2017-02-07 22,116.0,30
567,2017-02-08 22,23.0,30
567,2017-02-09 22,80.0,30
567,2017-02-10 22,52.0,30
567,2017-02-11 22,101.0,30
567,2017-02-12 22,67.0,30
567,2017-02-13 22,7.0,30
567,2017-02-14 22,5.0,30
567,2017-02-15 22,131.0,30
567,2017-02-16 22,186.0,30
567,2017-02-17 22,163.0,30
567,2017-02-18 22,30.0,30
567,2017-02-19 22,59.0,30
567,2017-02-20 22,98.0,30
567,2017-02-21 22,142.0,30
567,2017-02-22 22,97.0,30
567,2017-02-23 22,149.0,30
567,2017-02-24 22,94.0,30
567,2017-02-25 22,106.0,30
567,2017-02-26 22,33.0,30
567,2017-02-27 22,91.0,30
567,2017-02-28 22,126.0,30
567,2017-03-01 22,103.0,30
567,2017-03-02 22,102.0,30
567,2017-03-03 22,85.0,30
567,2017-03-04 22,127.0,30
567,2017-03-05 22,99.0,30
567,2017-03-06 22,109.25,30
567,2017-03-07 22,119.5,30
567,2017-03-08 22,140.0,30
567,2017-03-09 22,142.0,30
567,2017-03-10 22,131.0,30
567,2017-03-11 22,180.0,30
567,2017-03-12 22,206.0,30
567,2017-03-13 22,190.0,30
567,2017-03-14 22,183.0,30
567,2017-03-15 22,188.0,30
567,2017-03-16 22,180.0,30
567,2017-03-17 22,167.0,30
567,2017-03-18 22,102.0,30
567,2017-03-19 22,151.0,30
567,2017-03-20 22,103.0,30
567,2017-03-21 22,183.0,30
567,2017-03-22 22,188.0,30
567,2017-03-23 22,206.0,30
567,2017-03-24 22,175.0,30
567,2017-03-25 22,146.0,30
567,2017-03-26 22,166.0,30
567,2017-03-27 22,149.0,30
567,2017-03-28 22,161.0,30
567,2017-03-29 22,173.0,30
567,2017-03-30 22,197.0,30
567,2017-03-31 22,179.0,30
567,2017-04-01 22,180.0,30
567,2017-04-02 22,180.0,30
567,2017-04-03 22,180.0,30
567,2017-04-04 22,172.5,30
567,2017-04-05 22,165.0,30
567,2017-04-06 22,93.0,30
567,2017-04-07 22,142.0,30
567,2017-04-08 22,50.0,30
567,2017-04-09 22,58.75,30
567,2017-04-10 22,67.5,30
567,2017-04-11 22,85.0,30
567,2017-04-12 22,150.0,30
567,2017-04-13 22,113.0,30
567,2017-04-14 22,205.0,30
567,2017-04-15 22,197.0,30
567,2017-04-16 22,166.0,30
567,2017-04-17 22,185.0,30
567,2017-04-18 22,173.0,30
567,2017-04-19 22,107.0,30
567,2017-04-20 22,140.0,30
567,2017-04-21 22,66.0,30
567,2017-04-22 22,100.0,30
567,2017-04-23 22,82.0,30
567,2017-04-24 22,139.0,30
567,2017-04-25 22,65.0,30
567,2017-04-26 22,183.0,30
567,2017-04-27 22,38.0,30
567,2017-04-28 22,179.0,30
567,2017-04-29 22,168.0,30
567,2017-04-30 22,157.0,30
567,2017-05-01 22,196.0,30
567,2017-05-02 22,193.0,30
567,2017-05-03 22,179.0,30
567,2017-05-04 22,119.0,30
567,2017-05-05 22,108.0,30
567,2017-05-06 22,192.0,30
567,2017-05-07 22,184.0,30
567,2017-05-08 22,118.0,30
567,2017-05-09 22,178.0,30
567,2017-05-10 22,113.0,30
567,2017-05-11 22,135.5,30
567,2017-05-12 22,158.0,30
567,2017-05-13 22,165.0,30
567,2017-05-14 22,172.0,30
567,2017-05-15 22,166.0,30
567,2017-05-16 22,159.0,30
567,2017-05-17 22,172.0,30
567,2017-05-18 22,149.0,30
567,2017-05-19 22,158.25,30
567,2017-05-20 22,167.5,30
567,2017-05-21 22,186.0,30
567,2017-05-22 22,180.0,30
567,2017-05-23 22,176.0,30
567,2017-05-24 22,114.0,30
567,2017-05-25 22,148.0,30
567,2017-05-26 22,145.0,30
567,2017-05-27 22,176.0,30
567,2017-05-28 22,189.0,30
567,2017-05-29 22,192.0,30
567,2017-05-30 22,147.0,30
567,2017-05-31 22,85.0,30
567,2017-06-01 22,110.0,30
567,2017-06-02 22,110.6171875,30
567,2017-06-03 22,111.234375,30
567,2017-06-04 22,112.46875,30
567,2017-06-05 22,114.9375,30
567,2017-06-06 22,119.875,30
567,2017-06-07 22,129.75,30
567,2017-06-08 22,149.5,30
567,2017-06-09 22,189.0,30
567,2017-06-10 22,173.0,30
567,2017-06-11 22,163.0,30
567,2017-06-12 22,157.0,30
567,2017-06-13 22,156.0,30
567,2017-06-14 22,160.0,30
567,2017-06-15 22,134.0,30
567,2017-06-16 22,136.0,30
567,2017-06-17 22,84.0,30
567,2017-06-18 22,152.0,30
567,2017-06-19 22,117.0,30
567,2017-06-20 22,164.0,30
567,2017-06-21 22,129.0,30
567,2017-06-22 22,139.0,30
567,2017-06-23 22,185.0,30
567,2017-06-24 22,160.0,30
567,2017-06-25 22,32.0,30
567,2017-06-26 22,176.0,30
567,2017-06-27 22,144.0,30
567,2017-06-28 22,29.0,30
567,2017-06-29 22,170.0,30
567,2017-06-30 22,177.0,30
567,2017-07-01 22,177.0,30
567,2017-07-02 22,154.0,30
567,2017-07-03 22,166.0,30
567,2017-07-04 22,106.0,30
567,2017-07-05 22,160.0,30
