id,time,dayPower,capacity
516,2017-01-01 22,64.0,30
516,2017-01-02 22,35.0,30
516,2017-01-03 22,83.0,30
516,2017-01-04 22,17.0,30
516,2017-01-05 22,95.0,30
516,2017-01-06 22,90.0,30
516,2017-01-07 22,20.0,30
516,2017-01-08 22,105.0,30
516,2017-01-09 22,115.0,30
516,2017-01-10 22,128.0,30
516,2017-01-11 22,133.0,30
516,2017-01-12 22,120.0,30
516,2017-01-13 22,118.0,30
516,2017-01-14 22,87.0,30
516,2017-01-15 22,43.0,30
516,2017-01-16 22,51.0,30
516,2017-01-17 22,31.0,30
516,2017-01-18 22,29.0,30
516,2017-01-19 22,67.0,30
516,2017-01-20 22,81.0,30
516,2017-01-21 22,10.0,30
516,2017-01-22 22,33.0,30
516,2017-01-23 22,121.0,30
516,2017-01-24 22,122.0,30
516,2017-01-25 22,64.0,30
516,2017-01-26 22,90.0,30
516,2017-01-27 22,38.0,30
516,2017-01-28 22,57.0,30
516,2017-01-29 22,128.0,30
516,2017-01-30 22,45.0,30
516,2017-01-31 22,111.0,30
516,2017-02-01 22,118.0,30
516,2017-02-02 22,149.0,30
516,2017-02-03 22,141.0,30
516,2017-02-04 22,135.0,30
516,2017-02-05 22,143.0,30
516,2017-02-06 22,139.0,30
516,2017-02-07 22,134.0,30
516,2017-02-08 22,134.0,30
516,2017-02-09 22,102.0,30
516,2017-02-10 22,126.0,30
516,2017-02-11 22,137.0,30
516,2017-02-12 22,148.0,30
516,2017-02-13 22,141.0,30
516,2017-02-14 22,61.0,30
516,2017-02-15 22,103.0,30
516,2017-02-16 22,112.0,30
516,2017-02-17 22,40.0,30
516,2017-02-18 22,97.0,30
516,2017-02-19 22,85.0,30
516,2017-02-20 22,22.0,30
516,2017-02-21 22,135.0,30
516,2017-02-22 22,135.0,30
516,2017-02-23 22,135.0,30
516,2017-02-24 22,27.0,30
516,2017-02-25 22,98.0,30
516,2017-02-26 22,31.0,30
516,2017-02-27 22,58.0,30
516,2017-02-28 22,107.0,30
516,2017-03-01 22,146.0,30
516,2017-03-02 22,151.0,30
516,2017-03-03 22,134.0,30
516,2017-03-04 22,15.0,30
516,2017-03-05 22,158.0,30
516,2017-03-06 22,113.0,30
516,2017-03-07 22,161.0,30
516,2017-03-08 22,125.0,30
516,2017-03-09 22,132.0,30
516,2017-03-10 22,117.0,30
516,2017-03-11 22,160.0,30
516,2017-03-12 22,180.0,30
516,2017-03-13 22,168.0,30
516,2017-03-14 22,164.0,30
516,2017-03-15 22,168.0,30
516,2017-03-16 22,160.0,30
516,2017-03-17 22,149.0,30
516,2017-03-18 22,102.0,30
516,2017-03-19 22,133.0,30
516,2017-03-20 22,101.0,30
516,2017-03-21 22,164.0,30
516,2017-03-22 22,170.0,30
516,2017-03-23 22,182.0,30
516,2017-03-24 22,158.0,30
516,2017-03-25 22,161.0,30
516,2017-03-26 22,157.0,30
516,2017-03-27 22,148.0,30
516,2017-03-28 22,125.0,30
516,2017-03-29 22,87.0,30
516,2017-03-30 22,124.0,30
516,2017-03-31 22,149.0,30
516,2017-04-01 22,121.0,30
516,2017-04-02 22,152.0,30
516,2017-04-03 22,45.0,30
516,2017-04-04 22,35.0,30
516,2017-04-05 22,55.0,30
516,2017-04-06 22,146.0,30
516,2017-04-07 22,186.0,30
516,2017-04-08 22,171.0,30
516,2017-04-09 22,169.0,30
516,2017-04-10 22,53.0,30
516,2017-04-11 22,155.0,30
516,2017-04-12 22,104.0,30
516,2017-04-13 22,22.0,30
516,2017-04-14 22,119.0,30
516,2017-04-15 22,175.0,30
516,2017-04-16 22,158.0,30
516,2017-04-17 22,166.0,30
516,2017-04-18 22,162.0,30
516,2017-04-19 22,162.0,30
516,2017-04-20 22,164.0,30
516,2017-04-21 22,101.0,30
516,2017-04-22 22,14.0,30
516,2017-04-23 22,46.0,30
516,2017-04-24 22,167.0,30
516,2017-04-25 22,150.0,30
516,2017-04-26 22,156.0,30
516,2017-04-27 22,173.0,30
516,2017-04-28 22,161.0,30
516,2017-04-29 22,151.0,30
516,2017-04-30 22,121.0,30
516,2017-05-01 22,22.0,30
516,2017-05-02 22,153.0,30
516,2017-05-03 22,189.0,30
516,2017-05-04 22,177.0,30
516,2017-05-05 22,40.0,30
516,2017-05-06 22,90.0,30
