id,time,dayPower,capacity
612,2017-01-01 22,132.0,55
612,2017-01-02 22,162.0,55
612,2017-01-03 22,126.0,55
612,2017-01-04 22,125.0,55
612,2017-01-05 22,191.0,55
612,2017-01-06 22,143.0,55
612,2017-01-07 22,102.0,55
612,2017-01-08 22,160.0,55
612,2017-01-09 22,94.0,55
612,2017-01-10 22,126.0,55
612,2017-01-11 22,50.0,55
612,2017-01-12 22,118.0,55
612,2017-01-13 22,107.0,55
612,2017-01-14 22,161.0,55
612,2017-01-15 22,231.0,55
612,2017-01-16 22,237.0,55
612,2017-01-17 22,217.0,55
612,2017-01-18 22,137.0,55
612,2017-01-19 22,88.0,55
612,2017-01-20 22,237.0,55
612,2017-01-21 22,213.0,55
612,2017-01-22 22,213.0,55
612,2017-01-23 22,226.0,55
612,2017-01-24 22,175.0,55
612,2017-01-25 22,211.0,55
612,2017-01-26 22,222.0,55
612,2017-01-27 22,124.0,55
612,2017-01-28 22,220.0,55
612,2017-01-29 22,111.0,55
612,2017-01-30 22,75.0,55
612,2017-01-31 22,126.0,55
612,2017-02-01 22,231.0,55
612,2017-02-02 22,42.0,55
612,2017-02-03 22,106.0,55
612,2017-02-04 22,172.0,55
612,2017-02-05 22,128.0,55
612,2017-02-06 22,13.0,55
612,2017-02-07 22,230.0,55
612,2017-02-08 22,69.0,55
612,2017-02-09 22,159.0,55
612,2017-02-10 22,98.0,55
612,2017-02-11 22,173.0,55
612,2017-02-12 22,108.0,55
612,2017-02-13 22,25.0,55
612,2017-02-14 22,29.0,55
612,2017-02-15 22,218.0,55
612,2017-02-16 22,318.0,55
612,2017-02-17 22,286.0,55
612,2017-02-18 22,94.0,55
612,2017-02-19 22,100.0,55
612,2017-02-20 22,198.0,55
612,2017-02-21 22,257.0,55
612,2017-02-22 22,203.0,55
612,2017-02-23 22,251.0,55
612,2017-02-24 22,188.0,55
612,2017-02-25 22,208.0,55
612,2017-02-26 22,66.0,55
612,2017-02-27 22,125.0,55
612,2017-02-28 22,222.0,55
612,2017-03-01 22,201.0,55
612,2017-03-02 22,204.0,55
612,2017-03-03 22,141.0,55
